epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202113,2021-04-03,354,CE,Massapê,2308005,city,1459,3736.80975,-1,69,1,0.0473,39044,True,False
202113,2021-04-03,346,PA,Alenquer,1500404,city,2132,3734.32355,0,69,0,0.0324,57092,True,False
202113,2021-04-03,362,SP,Monte Alto,3531308,city,3023,5954.06917,0,69,0,0.0228,50772,True,False
202113,2021-04-03,351,SP,Piedade,3537800,city,2754,4958.40985,0,69,0,0.0251,55542,True,False
202113,2021-04-02,346,AM,Benjamin Constant,1300607,city,2584,5881.41573,5,69,0,0.0267,43935,True,False
202113,2021-03-31,352,GO,Morrinhos,5213806,city,4715,10129.32886,36,69,1,0.0146,46548,True,False
202113,2021-03-31,358,GO,Pires do Rio,5217401,city,2019,6371.89926,11,69,1,0.0342,31686,True,False
202113,2021-03-31,323,GO,Quirinópolis,5218508,city,2058,4059.09154,4,69,0,0.0335,50701,True,False
202114,2021-04-04,349,RS,Rosário do Sul,4316402,city,2739,6966.98377,0,70,0,0.0256,39314,True,False
202113,2021-04-03,346,SP,Pitangueiras,3539509,city,2649,6609.28144,3,70,0,0.0264,40080,True,False
